season,week,week_exists,season_len,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,results,placement,judge_n,n_alive_w,performed,in_competition,elim_week,eliminated_end_of_week,j_total_raw,j_mean_raw,j_sd_raw,j_total,j_mean,j_sd,j_rank,tie_flag,j_points_rank,j_pct,j_z_within_week,delta_j_total,week_start,week_end,num_episodes,trend_date,window_start,window_end,trend_preday,trend_startday,trend_used_window_mean,trend_used,name,awards_pre_t0,awards_total
34.0,7.0,True,11.0,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22.0,1st Place,1.0,4.0,9.0,True,True,11.0,False,41.0,10.25,0.577350269,41.0,10.25,0.577350269,3.0,False,7.0,0.123493976,0.864566219,5.0,2025/10/28,2025/11/3,1.0,2025/10/27,2025/10/25,2025/10/27,11.0,12.0,15.0,15.0,Robert Irwin,1.0,2.0
34.0,8.0,True,11.0,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22.0,1st Place,1.0,4.0,8.0,True,True,11.0,False,38.0,9.5,0.40824829,38.0,9.5,0.40824829,4.5,True,4.5,0.126036484,0.185022098,-3.0,2025/11/4,2025/11/10,1.0,2025/11/3,2025/11/1,2025/11/3,9.0,11.0,11.0,11.0,Robert Irwin,1.0,2.0
34.0,9.0,True,11.0,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22.0,1st Place,1.0,4.0,7.0,True,True,11.0,False,42.0,10.5,0.0,42.0,10.5,0.0,2.0,True,6.0,0.155555556,0.720901691,4.0,2025/11/11,2025/11/17,1.0,2025/11/10,2025/11/8,2025/11/10,9.0,9.0,11.66666667,11.66666667,Robert Irwin,1.0,2.0
34.0,10.0,True,11.0,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22.0,1st Place,1.0,3.0,6.0,True,True,11.0,False,29.5,9.833333333,0.288675135,29.5,9.833333333,0.288675135,1.0,False,6.0,0.171511628,1.219875091,-12.5,2025/11/18,2025/11/24,1.0,2025/11/17,2025/11/15,2025/11/17,9.0,10.0,13.66666667,13.66666667,Robert Irwin,1.0,2.0
34.0,11.0,True,11.0,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22.0,1st Place,1.0,3.0,5.0,True,True,11.0,False,29.6666,9.888866667,0.19248858,29.6666,9.888866667,0.19248858,2.5,True,3.5,0.200903118,0.350823208,0.1666,2025/11/25,2025/11/25,1.0,2025/11/24,2025/11/22,2025/11/24,17.0,40.0,17.0,17.0,Robert Irwin,1.0,2.0
7.0,1.0,True,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,3.0,13.0,True,True,4.0,False,17.5,5.833333333,0.288675135,17.5,5.833333333,0.288675135,11.0,False,3.0,0.069444444,-0.594540243,,2008/9/22,2008/9/28,3.0,2008/9/21,2008/9/22,2008/9/22,,14.0,14.0,14.0,Rocco DiSpirito,0.0,0.0
7.0,2.0,True,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,3.0,11.0,True,True,4.0,False,16.0,5.333333333,0.577350269,16.0,5.333333333,0.577350269,10.0,False,2.0,0.07239819,-1.327901685,-1.5,2008/9/29,2008/10/5,2.0,2008/9/28,2008/9/26,2008/9/28,0.0,10.0,9.0,9.0,Rocco DiSpirito,0.0,0.0
7.0,3.0,True,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,3.0,9.0,True,True,4.0,False,20.0,6.666666667,0.577350269,20.0,6.666666667,0.577350269,8.0,False,2.0,0.100502513,-0.626326357,4.0,2008/10/6,2008/10/12,2.0,2008/10/5,2008/10/3,2008/10/5,0.0,0.0,0.0,0.0,Rocco DiSpirito,0.0,0.0
7.0,4.0,True,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,3.0,9.0,True,True,4.0,True,18.0,6.0,0.0,18.0,6.0,0.0,9.0,False,1.0,0.088669951,-1.749837359,-2.0,2008/10/13,2008/10/19,2.0,2008/10/12,2008/10/10,2008/10/12,0.0,0.0,3.0,3.0,Rocco DiSpirito,0.0,0.0
7.0,5.0,True,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,3.0,8.0,False,False,4.0,False,0.0,0.0,0.0,,,,,False,,,,,2008/10/20,2008/10/26,2.0,2008/10/19,2008/10/17,2008/10/19,0.0,0.0,3.333333333,3.333333333,Rocco DiSpirito,0.0,0.0
7.0,6.0,True,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,3.0,7.0,False,False,4.0,False,0.0,0.0,0.0,,,,,False,,,,,2008/10/27,2008/11/2,2.0,2008/10/26,2008/10/24,2008/10/26,17.0,0.0,5.666666667,5.666666667,Rocco DiSpirito,0.0,0.0
7.0,7.0,True,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,3.0,6.0,False,False,4.0,False,0.0,0.0,0.0,,,,,False,,,,,2008/11/3,2008/11/9,2.0,2008/11/2,2008/10/31,2008/11/2,0.0,0.0,5.666666667,5.666666667,Rocco DiSpirito,0.0,0.0
7.0,8.0,True,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,3.0,5.0,False,False,4.0,False,0.0,0.0,0.0,,,,,False,,,,,2008/11/10,2008/11/16,2.0,2008/11/9,2008/11/7,2008/11/9,0.0,0.0,0.0,0.0,Rocco DiSpirito,0.0,0.0
7.0,9.0,True,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,3.0,4.0,False,False,4.0,False,0.0,0.0,0.0,,,,,False,,,,,2008/11/17,2008/11/23,2.0,2008/11/16,2008/11/14,2008/11/16,0.0,0.0,0.0,0.0,Rocco DiSpirito,0.0,0.0
7.0,10.0,True,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,3.0,3.0,False,False,4.0,False,0.0,0.0,0.0,,,,,False,,,,,2008/11/24,2008/11/25,2.0,2008/11/23,2008/11/21,2008/11/23,13.0,0.0,4.333333333,4.333333333,Rocco DiSpirito,0.0,0.0
7.0,11.0,False,10.0,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41.0,Eliminated Week 4,9.0,0.0,0.0,False,False,4.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Rocco DiSpirito,0.0,0.0
12.0,1.0,True,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,3.0,11.0,True,True,8.0,False,19.0,6.333333333,0.577350269,19.0,6.333333333,0.577350269,5.5,True,6.5,0.09178744,0.053467527,,2011/3/21,2011/3/27,1.0,2011/3/20,2011/3/21,2011/3/21,,44.0,44.0,44.0,Romeo,0.0,0.0
12.0,2.0,True,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,3.0,11.0,True,True,8.0,False,23.0,7.666666667,0.577350269,23.0,7.666666667,0.577350269,2.0,True,10.0,0.106481481,1.344965556,4.0,2011/3/28,2011/4/3,3.0,2011/3/27,2011/3/25,2011/3/27,51.0,48.0,42.33333333,42.33333333,Romeo,0.0,0.0
12.0,3.0,True,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,3.0,10.0,True,True,8.0,False,20.0,6.666666667,0.577350269,20.0,6.666666667,0.577350269,8.5,True,2.5,0.093457944,-0.4805102,-3.0,2011/4/4,2011/4/10,2.0,2011/4/3,2011/4/1,2011/4/3,40.0,38.0,37.33333333,37.33333333,Romeo,0.0,0.0
12.0,4.0,True,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,3.0,9.0,True,True,8.0,False,23.0,7.666666667,0.577350269,23.0,7.666666667,0.577350269,5.0,True,5.0,0.111650485,0.045895226,3.0,2011/4/11,2011/4/17,2.0,2011/4/10,2011/4/8,2011/4/10,38.0,44.0,37.33333333,37.33333333,Romeo,0.0,0.0
12.0,5.0,True,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,3.0,8.0,True,True,8.0,False,26.0,8.666666667,0.577350269,26.0,8.666666667,0.577350269,3.0,True,6.0,0.134020619,0.799953357,3.0,2011/4/18,2011/4/24,2.0,2011/4/17,2011/4/15,2011/4/17,39.0,42.0,36.33333333,36.33333333,Romeo,0.0,0.0
12.0,6.0,True,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,3.0,7.0,True,True,8.0,False,28.0,9.333333333,0.577350269,28.0,9.333333333,0.577350269,1.5,True,6.5,0.155555556,1.032079086,2.0,2011/4/25,2011/5/1,2.0,2011/4/24,2011/4/22,2011/4/24,36.0,40.0,33.66666667,33.66666667,Romeo,0.0,0.0
12.0,7.0,True,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,4.0,6.0,True,True,8.0,False,30.0,7.5,0.40824829,30.0,7.5,0.40824829,5.5,True,1.5,0.159151194,-0.991460134,2.0,2011/5/2,2011/5/8,2.0,2011/5/1,2011/4/29,2011/5/1,46.0,47.0,40.66666667,40.66666667,Romeo,0.0,0.0
12.0,8.0,True,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,3.0,5.0,True,True,8.0,True,26.0,8.666666667,0.288675135,26.0,8.666666667,0.288675135,4.0,False,2.0,0.2,0.0,-4.0,2011/5/9,2011/5/15,2.0,2011/5/8,2011/5/6,2011/5/8,56.0,62.0,50.66666667,50.66666667,Romeo,0.0,0.0
12.0,9.0,True,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,3.0,4.0,False,False,8.0,False,0.0,0.0,0.0,,,,,False,,,,,2011/5/16,2011/5/22,2.0,2011/5/15,2011/5/13,2011/5/15,53.0,54.0,49.33333333,49.33333333,Romeo,0.0,0.0
12.0,10.0,True,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,3.0,3.0,False,False,8.0,False,0.0,0.0,0.0,,,,,False,,,,,2011/5/23,2011/5/24,2.0,2011/5/22,2011/5/20,2011/5/22,57.0,66.0,51.66666667,51.66666667,Romeo,0.0,0.0
12.0,11.0,False,10.0,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21.0,Eliminated Week 8,5.0,0.0,0.0,False,False,8.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Romeo,0.0,0.0
14.0,1.0,True,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,3.0,12.0,True,True,8.0,False,23.0,7.666666667,0.577350269,23.0,7.666666667,0.577350269,5.5,True,7.5,0.085185185,0.232210182,,2012/3/19,2012/3/25,1.0,2012/3/18,2012/3/19,2012/3/19,,12.0,12.0,12.0,Roshon Fegan,0.0,0.0
14.0,2.0,True,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,3.0,12.0,True,True,8.0,False,26.0,8.666666667,0.577350269,26.0,8.666666667,0.577350269,1.5,True,11.5,0.096654275,1.232925234,3.0,2012/3/26,2012/4/1,2.0,2012/3/25,2012/3/23,2012/3/25,19.0,9.0,11.0,11.0,Roshon Fegan,0.0,0.0
14.0,3.0,True,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,3.0,11.0,True,True,8.0,False,25.0,8.333333333,0.577350269,25.0,8.333333333,0.577350269,5.5,True,6.5,0.089285714,-0.251259454,-1.0,2012/4/2,2012/4/8,2.0,2012/4/1,2012/3/30,2012/4/1,9.0,5.0,8.333333333,8.333333333,Roshon Fegan,0.0,0.0
14.0,4.0,True,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,3.0,10.0,True,True,8.0,False,26.0,8.666666667,0.577350269,26.0,8.666666667,0.577350269,2.5,True,8.5,0.111587983,1.144369188,1.0,2012/4/9,2012/4/15,2.0,2012/4/8,2012/4/6,2012/4/8,8.0,9.0,7.0,7.0,Roshon Fegan,0.0,0.0
14.0,5.0,True,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,3.0,9.0,True,True,8.0,False,26.0,8.666666667,0.577350269,26.0,8.666666667,0.577350269,5.0,False,5.0,0.116071429,0.309826275,0.0,2012/4/16,2012/4/22,2.0,2012/4/15,2012/4/13,2012/4/15,8.0,6.0,7.0,7.0,Roshon Fegan,0.0,0.0
14.0,6.0,True,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,3.0,8.0,True,True,8.0,False,27.9998,9.333266667,0.577350269,27.9998,9.333266667,0.577350269,7.0,False,2.0,0.108526651,-0.834666275,1.9998,2012/4/23,2012/4/29,2.0,2012/4/22,2012/4/20,2012/4/22,7.0,5.0,7.666666667,7.666666667,Roshon Fegan,0.0,0.0
14.0,7.0,True,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,3.0,7.0,True,True,8.0,False,26.0,8.666666667,0.763762616,26.0,8.666666667,0.763762616,5.0,False,3.0,0.141689373,-0.140642169,-1.9998,2012/4/30,2012/5/6,2.0,2012/4/29,2012/4/27,2012/4/29,7.0,4.0,6.0,6.0,Roshon Fegan,0.0,0.0
14.0,8.0,True,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,3.0,6.0,True,True,8.0,True,28.0,9.333333333,0.288675135,28.0,9.333333333,0.288675135,2.0,False,5.0,0.171253823,0.691898406,2.0,2012/5/7,2012/5/13,2.0,2012/5/6,2012/5/4,2012/5/6,6.0,4.0,5.666666667,5.666666667,Roshon Fegan,0.0,0.0
14.0,9.0,True,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,3.0,4.0,False,False,8.0,False,0.0,0.0,0.0,,,,,False,,,,,2012/5/14,2012/5/20,2.0,2012/5/13,2012/5/11,2012/5/13,6.0,4.0,8.0,8.0,Roshon Fegan,0.0,0.0
14.0,10.0,True,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,3.0,3.0,False,False,8.0,False,0.0,0.0,0.0,,,,,False,,,,,2012/5/21,2012/5/22,2.0,2012/5/20,2012/5/18,2012/5/20,4.0,2.0,2.666666667,2.666666667,Roshon Fegan,0.0,0.0
14.0,11.0,False,10.0,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20.0,Eliminated Week 8,6.0,0.0,0.0,False,False,8.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Roshon Fegan,0.0,0.0
20.0,1.0,True,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,4.0,12.0,True,True,10.0,False,32.0,8.0,0.0,32.0,8.0,0.0,1.0,False,12.0,0.100628931,1.716009984,,2015/3/16,2015/3/22,1.0,2015/3/15,2015/3/16,2015/3/16,,6.0,6.0,6.0,Rumer Willis,0.0,0.0
20.0,2.0,True,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,4.0,12.0,True,True,10.0,False,32.0,8.0,0.0,32.0,8.0,0.0,3.0,True,10.0,0.09221902,0.873954176,0.0,2015/3/23,2015/3/29,1.0,2015/3/22,2015/3/20,2015/3/22,6.0,7.0,6.666666667,6.666666667,Rumer Willis,0.0,0.0
20.0,3.0,True,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,4.0,11.0,True,True,10.0,False,33.0,8.25,0.5,33.0,8.25,0.5,3.0,False,9.0,0.10543131,0.98552066,1.0,2015/3/30,2015/4/5,1.0,2015/3/29,2015/3/27,2015/3/29,5.0,5.0,6.666666667,6.666666667,Rumer Willis,0.0,0.0
20.0,4.0,True,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,4.0,10.0,True,True,10.0,False,35.0,8.75,0.5,35.0,8.75,0.5,3.0,False,8.0,0.107692308,0.661621637,2.0,2015/4/6,2015/4/12,1.0,2015/4/5,2015/4/3,2015/4/5,7.0,11.0,7.0,7.0,Rumer Willis,0.0,0.0
20.0,5.0,True,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,4.0,9.0,True,True,10.0,False,39.0,9.75,0.5,39.0,9.75,0.5,1.0,False,9.0,0.137809187,1.304860302,4.0,2015/4/13,2015/4/19,1.0,2015/4/12,2015/4/10,2015/4/12,6.0,5.0,9.666666667,9.666666667,Rumer Willis,0.0,0.0
20.0,6.0,True,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,4.0,8.0,True,True,10.0,False,35.5,8.875,0.478713554,35.5,8.875,0.478713554,4.0,False,5.0,0.125441696,0.080507649,-3.5,2015/4/20,2015/4/26,1.0,2015/4/19,2015/4/17,2015/4/19,6.0,4.0,6.333333333,6.333333333,Rumer Willis,0.0,0.0
20.0,7.0,True,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,4.0,7.0,True,True,10.0,False,37.0,9.25,0.5,37.0,9.25,0.5,4.5,True,3.5,0.145669291,0.185016066,1.5,2015/4/27,2015/5/3,1.0,2015/4/26,2015/4/24,2015/4/26,7.0,5.0,12.0,12.0,Rumer Willis,0.0,0.0
20.0,8.0,True,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,4.0,6.0,True,True,10.0,False,40.0,10.0,0.0,40.0,10.0,0.0,1.0,False,6.0,0.189125296,1.139544273,3.0,2015/5/4,2015/5/10,2.0,2015/5/3,2015/5/1,2015/5/3,5.0,4.0,4.666666667,4.666666667,Rumer Willis,0.0,0.0
20.0,9.0,True,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,4.0,4.0,True,True,10.0,False,39.0,9.75,0.288675135,39.0,9.75,0.288675135,3.0,False,2.0,0.248407643,-0.261116484,-1.0,2015/5/11,2015/5/17,2.0,2015/5/10,2015/5/8,2015/5/10,6.0,5.0,5.333333333,5.333333333,Rumer Willis,0.0,0.0
20.0,10.0,True,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,4.0,3.0,True,True,10.0,False,40.0,10.0,0.0,40.0,10.0,0.0,1.5,True,2.5,0.344827586,0.577350269,1.0,2015/5/18,2015/5/19,2.0,2015/5/17,2015/5/15,2015/5/17,15.0,8.0,9.0,9.0,Rumer Willis,0.0,0.0
20.0,11.0,False,10.0,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26.0,1st Place,1.0,0.0,0.0,False,False,10.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Rumer Willis,0.0,0.0
23.0,1.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,4.0,13.0,True,True,8.0,False,24.0,6.0,0.0,24.0,6.0,0.0,9.5,True,4.5,0.072727273,-0.428875445,,2016/9/12,2016/9/18,1.0,2016/9/11,2016/9/12,2016/9/12,,2.0,2.0,2.0,Ryan Lochte,0.0,0.0
23.0,2.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,4.0,13.0,True,True,8.0,False,24.0,6.0,0.0,24.0,6.0,0.0,11.0,True,3.0,0.068181818,-1.003034591,0.0,2016/9/19,2016/9/25,2.0,2016/9/18,2016/9/16,2016/9/18,2.0,2.0,3.0,3.0,Ryan Lochte,0.0,0.0
23.0,3.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,4.0,12.0,True,True,8.0,False,25.0,6.25,0.5,25.0,6.25,0.5,9.0,True,4.0,0.076923077,-0.68781819,1.0,2016/9/26,2016/10/2,2.0,2016/9/25,2016/9/23,2016/9/25,1.0,1.0,1.666666667,1.666666667,Ryan Lochte,0.0,0.0
23.0,4.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,3.0,11.0,True,True,8.0,False,22.0,7.333333333,0.577350269,22.0,7.333333333,0.577350269,9.0,False,3.0,0.084291188,-0.535136963,-3.0,2016/10/3,2016/10/9,2.0,2016/10/2,2016/9/30,2016/10/2,1.0,1.0,1.0,1.0,Ryan Lochte,0.0,0.0
23.0,5.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,3.0,9.0,True,True,8.0,False,24.0,8.0,0.0,24.0,8.0,0.0,7.5,True,2.5,0.104347826,-0.859202977,2.0,2016/10/10,2016/10/16,1.0,2016/10/9,2016/10/7,2016/10/9,1.0,6.0,1.0,1.0,Ryan Lochte,0.0,0.0
23.0,6.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,4.0,9.0,True,True,8.0,False,30.0,7.5,0.577350269,30.0,7.5,0.577350269,7.5,True,2.5,0.098360656,-0.907561482,6.0,2016/10/17,2016/10/23,1.0,2016/10/16,2016/10/14,2016/10/16,1.0,1.0,1.0,1.0,Ryan Lochte,0.0,0.0
23.0,7.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,4.0,8.0,True,True,8.0,False,33.0,8.25,0.288675135,33.0,8.25,0.288675135,6.5,True,2.5,0.119782214,-0.789291554,3.0,2016/10/24,2016/10/30,1.0,2016/10/23,2016/10/21,2016/10/23,1.0,1.0,1.0,1.0,Ryan Lochte,0.0,0.0
23.0,8.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,3.0,7.0,True,True,8.0,True,26.0,8.666666667,0.577350269,26.0,8.666666667,0.577350269,5.0,False,3.0,0.129353363,-0.598443545,-7.0,2016/10/31,2016/11/6,1.0,2016/10/30,2016/10/28,2016/10/30,1.0,1.0,1.0,1.0,Ryan Lochte,0.0,0.0
23.0,9.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,4.0,6.0,False,False,8.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/11/7,2016/11/13,1.0,2016/11/6,2016/11/4,2016/11/6,0.0,0.0,0.333333333,0.333333333,Ryan Lochte,0.0,0.0
23.0,10.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,3.0,5.0,False,False,8.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/11/14,2016/11/20,1.0,2016/11/13,2016/11/11,2016/11/13,0.0,0.0,0.0,0.0,Ryan Lochte,0.0,0.0
23.0,11.0,True,11.0,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32.0,Eliminated Week 8,7.0,4.0,4.0,False,False,8.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/11/21,2016/11/22,2.0,2016/11/20,2016/11/18,2016/11/20,0.0,0.0,0.0,0.0,Ryan Lochte,0.0,0.0
5.0,1.0,True,10.0,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23.0,Eliminated Week 6,7.0,3.0,12.0,True,True,6.0,False,26.0,8.666666667,0.577350269,26.0,8.666666667,0.577350269,1.0,False,12.0,0.101167315,1.56029439,,2007/9/24,2007/9/30,3.0,2007/9/23,2007/9/24,2007/9/24,,3.0,3.0,3.0,Sabrina Bryan,0.0,0.0
5.0,2.0,True,10.0,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23.0,Eliminated Week 6,7.0,3.0,11.0,True,True,6.0,False,26.0,8.666666667,0.577350269,26.0,8.666666667,0.577350269,2.0,False,10.0,0.109243697,1.289316742,0.0,2007/10/1,2007/10/7,2.0,2007/9/30,2007/9/28,2007/9/30,3.0,0.0,2.666666667,2.666666667,Sabrina Bryan,0.0,0.0
5.0,3.0,True,10.0,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23.0,Eliminated Week 6,7.0,3.0,10.0,True,True,6.0,False,27.0,9.0,0.0,27.0,9.0,0.0,2.0,True,9.0,0.112970711,0.944759048,1.0,2007/10/8,2007/10/14,2.0,2007/10/7,2007/10/5,2007/10/7,0.0,0.0,0.0,0.0,Sabrina Bryan,0.0,0.0
5.0,4.0,True,10.0,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23.0,Eliminated Week 6,7.0,3.0,9.0,True,True,6.0,False,30.0,10.0,0.0,30.0,10.0,0.0,1.0,False,9.0,0.128205128,1.705605731,3.0,2007/10/15,2007/10/21,2.0,2007/10/14,2007/10/12,2007/10/14,0.0,0.0,1.0,1.0,Sabrina Bryan,0.0,0.0
5.0,5.0,True,10.0,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23.0,Eliminated Week 6,7.0,3.0,8.0,True,True,6.0,False,28.0,9.333333333,0.577350269,28.0,9.333333333,0.577350269,2.0,False,7.0,0.140703518,1.042701606,-2.0,2007/10/22,2007/10/28,2.0,2007/10/21,2007/10/19,2007/10/21,0.0,3.0,0.666666667,0.666666667,Sabrina Bryan,0.0,0.0
5.0,6.0,True,10.0,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23.0,Eliminated Week 6,7.0,3.0,7.0,True,True,6.0,True,25.0,8.333333333,0.577350269,25.0,8.333333333,0.577350269,4.5,True,3.5,0.138888889,-0.254054895,-3.0,2007/10/29,2007/11/4,2.0,2007/10/28,2007/10/26,2007/10/28,0.0,2.0,0.666666667,0.666666667,Sabrina Bryan,0.0,0.0
5.0,7.0,True,10.0,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23.0,Eliminated Week 6,7.0,3.0,6.0,False,False,6.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/11/5,2007/11/11,2.0,2007/11/4,2007/11/2,2007/11/4,10.0,16.0,11.66666667,11.66666667,Sabrina Bryan,0.0,0.0
5.0,8.0,True,10.0,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23.0,Eliminated Week 6,7.0,3.0,5.0,False,False,6.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/11/12,2007/11/18,2.0,2007/11/11,2007/11/9,2007/11/11,7.0,5.0,7.666666667,7.666666667,Sabrina Bryan,0.0,0.0
5.0,9.0,True,10.0,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23.0,Eliminated Week 6,7.0,3.0,4.0,False,False,6.0,False,0.0,0.0,0.0,,,,,False,,,,,2007/11/19,2007/11/25,2.0,2007/11/18,2007/11/16,2007/11/18,5.0,2.0,4.0,4.0,Sabrina Bryan,0.0,0.0
