row_idx,name,t0,qid,awards_total,awards_dated,awards_pre_t0,award_date_coverage
3603,Hannah Brown,2019-10-21,Q89158989,0,0,0,0.0
3604,James Van Der Beek,2019-10-21,Q313392,0,0,0,0.0
3605,Karamo Brown,2019-10-21,Q44870529,0,0,0,0.0
3606,Kate Flannery,2019-10-21,Q3028200,0,0,0,0.0
3607,Kel Mitchell,2019-10-21,Q2657882,0,0,0,0.0
3608,Lamar Odom,2019-10-21,Q296403,0,0,0,0.0
3609,Lauren Alaina,2019-10-21,Q271796,0,0,0,0.0
3610,Mary Wilson,2019-10-21,Q2302368,0,0,0,0.0
3611,Ray Lewis,2019-10-21,Q44428,1,0,0,0.0
3612,Sailor Brinkley-Cook,2019-10-21,Q22996290,0,0,0,0.0
3613,Sean Spicer,2019-10-21,Q27829251,0,0,0,0.0
3614,Ally Brooke,2019-10-28,Q22965780,0,0,0,0.0
3615,Hannah Brown,2019-10-28,Q89158989,0,0,0,0.0
3616,James Van Der Beek,2019-10-28,Q313392,0,0,0,0.0
3617,Karamo Brown,2019-10-28,Q44870529,0,0,0,0.0
3618,Kate Flannery,2019-10-28,Q3028200,0,0,0,0.0
3619,Kel Mitchell,2019-10-28,Q2657882,0,0,0,0.0
3620,Lamar Odom,2019-10-28,Q296403,0,0,0,0.0
3621,Lauren Alaina,2019-10-28,Q271796,0,0,0,0.0
3622,Mary Wilson,2019-10-28,Q2302368,0,0,0,0.0
3623,Ray Lewis,2019-10-28,Q44428,1,0,0,0.0
3624,Sailor Brinkley-Cook,2019-10-28,Q22996290,0,0,0,0.0
3625,Sean Spicer,2019-10-28,Q27829251,0,0,0,0.0
3626,Ally Brooke,2019-11-04,Q22965780,0,0,0,0.0
3627,Hannah Brown,2019-11-04,Q89158989,0,0,0,0.0
3628,James Van Der Beek,2019-11-04,Q313392,0,0,0,0.0
3629,Karamo Brown,2019-11-04,Q44870529,0,0,0,0.0
3630,Kate Flannery,2019-11-04,Q3028200,0,0,0,0.0
3631,Kel Mitchell,2019-11-04,Q2657882,0,0,0,0.0
3632,Lamar Odom,2019-11-04,Q296403,0,0,0,0.0
3633,Lauren Alaina,2019-11-04,Q271796,0,0,0,0.0
3634,Mary Wilson,2019-11-04,Q2302368,0,0,0,0.0
3635,Ray Lewis,2019-11-04,Q44428,1,0,0,0.0
3636,Sailor Brinkley-Cook,2019-11-04,Q22996290,0,0,0,0.0
3637,Sean Spicer,2019-11-04,Q27829251,0,0,0,0.0
3638,Ally Brooke,2019-11-11,Q22965780,0,0,0,0.0
3639,Hannah Brown,2019-11-11,Q89158989,0,0,0,0.0
3640,James Van Der Beek,2019-11-11,Q313392,0,0,0,0.0
3641,Karamo Brown,2019-11-11,Q44870529,0,0,0,0.0
3642,Kate Flannery,2019-11-11,Q3028200,0,0,0,0.0
3643,Kel Mitchell,2019-11-11,Q2657882,0,0,0,0.0
3644,Lamar Odom,2019-11-11,Q296403,0,0,0,0.0
3645,Lauren Alaina,2019-11-11,Q271796,0,0,0,0.0
3646,Mary Wilson,2019-11-11,Q2302368,0,0,0,0.0
3647,Ray Lewis,2019-11-11,Q44428,1,0,0,0.0
3648,Sailor Brinkley-Cook,2019-11-11,Q22996290,0,0,0,0.0
3649,Sean Spicer,2019-11-11,Q27829251,0,0,0,0.0
3650,Ally Brooke,2019-11-18,Q22965780,0,0,0,0.0
3651,Hannah Brown,2019-11-18,Q89158989,0,0,0,0.0
3652,James Van Der Beek,2019-11-18,Q313392,0,0,0,0.0
3653,Karamo Brown,2019-11-18,Q44870529,0,0,0,0.0
3654,Kate Flannery,2019-11-18,Q3028200,0,0,0,0.0
3655,Kel Mitchell,2019-11-18,Q2657882,0,0,0,0.0
3656,Lamar Odom,2019-11-18,Q296403,0,0,0,0.0
3657,Lauren Alaina,2019-11-18,Q271796,0,0,0,0.0
3658,Mary Wilson,2019-11-18,Q2302368,0,0,0,0.0
3659,Ray Lewis,2019-11-18,Q44428,1,0,0,0.0
3660,Sailor Brinkley-Cook,2019-11-18,Q22996290,0,0,0,0.0
3661,Sean Spicer,2019-11-18,Q27829251,0,0,0,0.0
3662,Ally Brooke,2019-11-25,Q22965780,0,0,0,0.0
3663,Hannah Brown,2019-11-25,Q89158989,0,0,0,0.0
3664,James Van Der Beek,2019-11-25,Q313392,0,0,0,0.0
3665,Karamo Brown,2019-11-25,Q44870529,0,0,0,0.0
3666,Kate Flannery,2019-11-25,Q3028200,0,0,0,0.0
3667,Kel Mitchell,2019-11-25,Q2657882,0,0,0,0.0
3668,Lamar Odom,2019-11-25,Q296403,0,0,0,0.0
3669,Lauren Alaina,2019-11-25,Q271796,0,0,0,0.0
3670,Mary Wilson,2019-11-25,Q2302368,0,0,0,0.0
3671,Ray Lewis,2019-11-25,Q44428,1,0,0,0.0
3672,Sailor Brinkley-Cook,2019-11-25,Q22996290,0,0,0,0.0
3673,Sean Spicer,2019-11-25,Q27829251,0,0,0,0.0
3674,AJ McLean,2020-09-14,Q313408,0,0,0,0.0
3675,Anne Heche,2020-09-14,Q234610,6,6,6,1.0
3676,Carole Baskin,2020-09-14,Q88495947,0,0,0,0.0
3677,Charles Oakley,2020-09-14,Q608514,3,3,3,1.0
3678,Chrishell Stause,2020-09-14,Q5108579,0,0,0,0.0
3679,Jeannie Mai,2020-09-14,Q3176267,0,0,0,0.0
3680,Jesse Metcalfe,2020-09-14,Q317740,0,0,0,0.0
3681,Johnny Weir,2020-09-14,Q352193,0,0,0,0.0
3682,Justina Machado,2020-09-14,Q270382,0,0,0,0.0
3683,Kaitlyn Bristowe,2020-09-14,Q20090345,0,0,0,0.0
3684,Monica Aldama,2020-09-14,Q83688538,0,0,0,0.0
3685,Nelly,2020-09-14,Q1749410,0,0,0,0.0
3686,Nev Schulman,2020-09-14,Q15142015,0,0,0,0.0
3687,Skai Jackson,2020-09-14,Q297724,0,0,0,0.0
3688,Veron Davis,2020-09-14,,0,0,0,0.0
3689,AJ McLean,2020-09-22,Q313408,0,0,0,0.0
3690,Anne Heche,2020-09-22,Q234610,6,6,6,1.0
3691,Carole Baskin,2020-09-22,Q88495947,0,0,0,0.0
3692,Charles Oakley,2020-09-22,Q608514,3,3,3,1.0
3693,Chrishell Stause,2020-09-22,Q5108579,0,0,0,0.0
3694,Jeannie Mai,2020-09-22,Q3176267,0,0,0,0.0
3695,Jesse Metcalfe,2020-09-22,Q317740,0,0,0,0.0
3696,Johnny Weir,2020-09-22,Q352193,0,0,0,0.0
3697,Justina Machado,2020-09-22,Q270382,0,0,0,0.0
3698,Kaitlyn Bristowe,2020-09-22,Q20090345,0,0,0,0.0
3699,Monica Aldama,2020-09-22,Q83688538,0,0,0,0.0
3700,Nelly,2020-09-22,Q1749410,0,0,0,0.0
3701,Nev Schulman,2020-09-22,Q15142015,0,0,0,0.0
3702,Skai Jackson,2020-09-22,Q297724,0,0,0,0.0
3703,Veron Davis,2020-09-22,,0,0,0,0.0
3704,AJ McLean,2020-09-28,Q313408,0,0,0,0.0
3705,Anne Heche,2020-09-28,Q234610,6,6,6,1.0
3706,Carole Baskin,2020-09-28,Q88495947,0,0,0,0.0
3707,Charles Oakley,2020-09-28,Q608514,3,3,3,1.0
3708,Chrishell Stause,2020-09-28,Q5108579,0,0,0,0.0
3709,Jeannie Mai,2020-09-28,Q3176267,0,0,0,0.0
3710,Jesse Metcalfe,2020-09-28,Q317740,0,0,0,0.0
3711,Johnny Weir,2020-09-28,Q352193,0,0,0,0.0
3712,Justina Machado,2020-09-28,Q270382,0,0,0,0.0
3713,Kaitlyn Bristowe,2020-09-28,Q20090345,0,0,0,0.0
3714,Monica Aldama,2020-09-28,Q83688538,0,0,0,0.0
3715,Nelly,2020-09-28,Q1749410,0,0,0,0.0
3716,Nev Schulman,2020-09-28,Q15142015,0,0,0,0.0
3717,Skai Jackson,2020-09-28,Q297724,0,0,0,0.0
3718,Veron Davis,2020-09-28,,0,0,0,0.0
3719,AJ McLean,2020-10-05,Q313408,0,0,0,0.0
3720,Anne Heche,2020-10-05,Q234610,6,6,6,1.0
3721,Carole Baskin,2020-10-05,Q88495947,0,0,0,0.0
3722,Charles Oakley,2020-10-05,Q608514,3,3,3,1.0
3723,Chrishell Stause,2020-10-05,Q5108579,0,0,0,0.0
3724,Jeannie Mai,2020-10-05,Q3176267,0,0,0,0.0
3725,Jesse Metcalfe,2020-10-05,Q317740,0,0,0,0.0
3726,Johnny Weir,2020-10-05,Q352193,0,0,0,0.0
3727,Justina Machado,2020-10-05,Q270382,0,0,0,0.0
3728,Kaitlyn Bristowe,2020-10-05,Q20090345,0,0,0,0.0
3729,Monica Aldama,2020-10-05,Q83688538,0,0,0,0.0
3730,Nelly,2020-10-05,Q1749410,0,0,0,0.0
3731,Nev Schulman,2020-10-05,Q15142015,0,0,0,0.0
3732,Skai Jackson,2020-10-05,Q297724,0,0,0,0.0
3733,Veron Davis,2020-10-05,,0,0,0,0.0
3734,AJ McLean,2020-10-12,Q313408,0,0,0,0.0
3735,Anne Heche,2020-10-12,Q234610,6,6,6,1.0
3736,Carole Baskin,2020-10-12,Q88495947,0,0,0,0.0
3737,Charles Oakley,2020-10-12,Q608514,3,3,3,1.0
3738,Chrishell Stause,2020-10-12,Q5108579,0,0,0,0.0
3739,Jeannie Mai,2020-10-12,Q3176267,0,0,0,0.0
3740,Jesse Metcalfe,2020-10-12,Q317740,0,0,0,0.0
3741,Johnny Weir,2020-10-12,Q352193,0,0,0,0.0
3742,Justina Machado,2020-10-12,Q270382,0,0,0,0.0
3743,Kaitlyn Bristowe,2020-10-12,Q20090345,0,0,0,0.0
3744,Monica Aldama,2020-10-12,Q83688538,0,0,0,0.0
3745,Nelly,2020-10-12,Q1749410,0,0,0,0.0
3746,Nev Schulman,2020-10-12,Q15142015,0,0,0,0.0
3747,Skai Jackson,2020-10-12,Q297724,0,0,0,0.0
3748,Veron Davis,2020-10-12,,0,0,0,0.0
3749,AJ McLean,2020-10-19,Q313408,0,0,0,0.0
3750,Anne Heche,2020-10-19,Q234610,6,6,6,1.0
3751,Carole Baskin,2020-10-19,Q88495947,0,0,0,0.0
3752,Charles Oakley,2020-10-19,Q608514,3,3,3,1.0
3753,Chrishell Stause,2020-10-19,Q5108579,0,0,0,0.0
3754,Jeannie Mai,2020-10-19,Q3176267,0,0,0,0.0
3755,Jesse Metcalfe,2020-10-19,Q317740,0,0,0,0.0
3756,Johnny Weir,2020-10-19,Q352193,0,0,0,0.0
3757,Justina Machado,2020-10-19,Q270382,0,0,0,0.0
3758,Kaitlyn Bristowe,2020-10-19,Q20090345,0,0,0,0.0
3759,Monica Aldama,2020-10-19,Q83688538,0,0,0,0.0
3760,Nelly,2020-10-19,Q1749410,0,0,0,0.0
3761,Nev Schulman,2020-10-19,Q15142015,0,0,0,0.0
3762,Skai Jackson,2020-10-19,Q297724,0,0,0,0.0
3763,Veron Davis,2020-10-19,,0,0,0,0.0
3764,AJ McLean,2020-10-26,Q313408,0,0,0,0.0
3765,Anne Heche,2020-10-26,Q234610,6,6,6,1.0
3766,Carole Baskin,2020-10-26,Q88495947,0,0,0,0.0
3767,Charles Oakley,2020-10-26,Q608514,3,3,3,1.0
3768,Chrishell Stause,2020-10-26,Q5108579,0,0,0,0.0
3769,Jeannie Mai,2020-10-26,Q3176267,0,0,0,0.0
3770,Jesse Metcalfe,2020-10-26,Q317740,0,0,0,0.0
3771,Johnny Weir,2020-10-26,Q352193,0,0,0,0.0
3772,Justina Machado,2020-10-26,Q270382,0,0,0,0.0
3773,Kaitlyn Bristowe,2020-10-26,Q20090345,0,0,0,0.0
3774,Monica Aldama,2020-10-26,Q83688538,0,0,0,0.0
3775,Nelly,2020-10-26,Q1749410,0,0,0,0.0
3776,Nev Schulman,2020-10-26,Q15142015,0,0,0,0.0
3777,Skai Jackson,2020-10-26,Q297724,0,0,0,0.0
3778,Veron Davis,2020-10-26,,0,0,0,0.0
3779,AJ McLean,2020-11-02,Q313408,0,0,0,0.0
3780,Anne Heche,2020-11-02,Q234610,6,6,6,1.0
3781,Carole Baskin,2020-11-02,Q88495947,0,0,0,0.0
3782,Charles Oakley,2020-11-02,Q608514,3,3,3,1.0
3783,Chrishell Stause,2020-11-02,Q5108579,0,0,0,0.0
3784,Jeannie Mai,2020-11-02,Q3176267,0,0,0,0.0
3785,Jesse Metcalfe,2020-11-02,Q317740,0,0,0,0.0
3786,Johnny Weir,2020-11-02,Q352193,0,0,0,0.0
3787,Justina Machado,2020-11-02,Q270382,0,0,0,0.0
3788,Kaitlyn Bristowe,2020-11-02,Q20090345,0,0,0,0.0
3789,Monica Aldama,2020-11-02,Q83688538,0,0,0,0.0
3790,Nelly,2020-11-02,Q1749410,0,0,0,0.0
3791,Nev Schulman,2020-11-02,Q15142015,0,0,0,0.0
3792,Skai Jackson,2020-11-02,Q297724,0,0,0,0.0
3793,Veron Davis,2020-11-02,,0,0,0,0.0
3794,AJ McLean,2020-11-09,Q313408,0,0,0,0.0
3795,Anne Heche,2020-11-09,Q234610,6,6,6,1.0
3796,Carole Baskin,2020-11-09,Q88495947,0,0,0,0.0
3797,Charles Oakley,2020-11-09,Q608514,3,3,3,1.0
3798,Chrishell Stause,2020-11-09,Q5108579,0,0,0,0.0
3799,Jeannie Mai,2020-11-09,Q3176267,0,0,0,0.0
3800,Jesse Metcalfe,2020-11-09,Q317740,0,0,0,0.0
3801,Johnny Weir,2020-11-09,Q352193,0,0,0,0.0
3802,Justina Machado,2020-11-09,Q270382,0,0,0,0.0
3803,Kaitlyn Bristowe,2020-11-09,Q20090345,0,0,0,0.0
3804,Monica Aldama,2020-11-09,Q83688538,0,0,0,0.0
3805,Nelly,2020-11-09,Q1749410,0,0,0,0.0
3806,Nev Schulman,2020-11-09,Q15142015,0,0,0,0.0
3807,Skai Jackson,2020-11-09,Q297724,0,0,0,0.0
3808,Veron Davis,2020-11-09,,0,0,0,0.0
3809,AJ McLean,2020-11-16,Q313408,0,0,0,0.0
3810,Anne Heche,2020-11-16,Q234610,6,6,6,1.0
3811,Carole Baskin,2020-11-16,Q88495947,0,0,0,0.0
3812,Charles Oakley,2020-11-16,Q608514,3,3,3,1.0
3813,Chrishell Stause,2020-11-16,Q5108579,0,0,0,0.0
3814,Jeannie Mai,2020-11-16,Q3176267,0,0,0,0.0
3815,Jesse Metcalfe,2020-11-16,Q317740,0,0,0,0.0
3816,Johnny Weir,2020-11-16,Q352193,0,0,0,0.0
3817,Justina Machado,2020-11-16,Q270382,0,0,0,0.0
3818,Kaitlyn Bristowe,2020-11-16,Q20090345,0,0,0,0.0
3819,Monica Aldama,2020-11-16,Q83688538,0,0,0,0.0
3820,Nelly,2020-11-16,Q1749410,0,0,0,0.0
3821,Nev Schulman,2020-11-16,Q15142015,0,0,0,0.0
3822,Skai Jackson,2020-11-16,Q297724,0,0,0,0.0
3823,Veron Davis,2020-11-16,,0,0,0,0.0
3824,AJ McLean,2020-11-23,Q313408,0,0,0,0.0
3825,Anne Heche,2020-11-23,Q234610,6,6,6,1.0
3826,Carole Baskin,2020-11-23,Q88495947,0,0,0,0.0
3827,Charles Oakley,2020-11-23,Q608514,3,3,3,1.0
3828,Chrishell Stause,2020-11-23,Q5108579,0,0,0,0.0
3829,Jeannie Mai,2020-11-23,Q3176267,0,0,0,0.0
3830,Jesse Metcalfe,2020-11-23,Q317740,0,0,0,0.0
3831,Johnny Weir,2020-11-23,Q352193,0,0,0,0.0
3832,Justina Machado,2020-11-23,Q270382,0,0,0,0.0
3833,Kaitlyn Bristowe,2020-11-23,Q20090345,0,0,0,0.0
3834,Monica Aldama,2020-11-23,Q83688538,0,0,0,0.0
3835,Nelly,2020-11-23,Q1749410,0,0,0,0.0
3836,Nev Schulman,2020-11-23,Q15142015,0,0,0,0.0
3837,Skai Jackson,2020-11-23,Q297724,0,0,0,0.0
3838,Veron Davis,2020-11-23,,0,0,0,0.0
3839,Amanda Kloots,2021-09-20,Q102193042,0,0,0,0.0
3840,Brian Austin Green,2021-09-20,Q313311,0,0,0,0.0
3841,Christine Chiu,2021-09-20,Q105491159,0,0,0,0.0
3842,Cody Rigsby,2021-09-20,Q109670980,0,0,0,0.0
3843,Iman Shumpert,2021-09-20,Q716081,0,0,0,0.0
3844,Jimmie Allen,2021-09-20,Q55584464,0,0,0,0.0
3845,JoJo Siwa,2021-09-20,Q24174947,0,0,0,0.0
3846,Kenya Moore,2021-09-20,Q447710,0,0,0,0.0
3847,Martin Kove,2021-09-20,Q508795,0,0,0,0.0
3848,Matt James,2021-09-20,Q116496896,0,0,0,0.0
3849,Melanie C,2021-09-20,Q151830,0,0,0,0.0
3850,Melora Hardin,2021-09-20,Q269901,0,0,0,0.0
3851,"Mike ""The Miz"" Mizanin",2021-09-20,Q44379,0,0,0,0.0
3852,Olivia Jade,2021-09-20,Q62065482,0,0,0,0.0
3853,Suni Lee,2021-09-20,Q59484397,1,1,1,1.0
3854,Amanda Kloots,2021-09-27,Q102193042,0,0,0,0.0
3855,Brian Austin Green,2021-09-27,Q313311,0,0,0,0.0
3856,Christine Chiu,2021-09-27,Q105491159,0,0,0,0.0
3857,Cody Rigsby,2021-09-27,Q109670980,0,0,0,0.0
3858,Iman Shumpert,2021-09-27,Q716081,0,0,0,0.0
3859,Jimmie Allen,2021-09-27,Q55584464,0,0,0,0.0
3860,JoJo Siwa,2021-09-27,Q24174947,0,0,0,0.0
3861,Kenya Moore,2021-09-27,Q447710,0,0,0,0.0
3862,Martin Kove,2021-09-27,Q508795,0,0,0,0.0
3863,Matt James,2021-09-27,Q116496896,0,0,0,0.0
3864,Melanie C,2021-09-27,Q151830,0,0,0,0.0
3865,Melora Hardin,2021-09-27,Q269901,0,0,0,0.0
3866,"Mike ""The Miz"" Mizanin",2021-09-27,Q44379,0,0,0,0.0
3867,Olivia Jade,2021-09-27,Q62065482,0,0,0,0.0
3868,Suni Lee,2021-09-27,Q59484397,1,1,1,1.0
3869,Amanda Kloots,2021-10-04,Q102193042,0,0,0,0.0
3870,Brian Austin Green,2021-10-04,Q313311,0,0,0,0.0
3871,Christine Chiu,2021-10-04,Q105491159,0,0,0,0.0
3872,Cody Rigsby,2021-10-04,Q109670980,0,0,0,0.0
3873,Iman Shumpert,2021-10-04,Q716081,0,0,0,0.0
3874,Jimmie Allen,2021-10-04,Q55584464,0,0,0,0.0
3875,JoJo Siwa,2021-10-04,Q24174947,0,0,0,0.0
3876,Kenya Moore,2021-10-04,Q447710,0,0,0,0.0
3877,Martin Kove,2021-10-04,Q508795,0,0,0,0.0
3878,Matt James,2021-10-04,Q116496896,0,0,0,0.0
3879,Melanie C,2021-10-04,Q151830,0,0,0,0.0
3880,Melora Hardin,2021-10-04,Q269901,0,0,0,0.0
3881,"Mike ""The Miz"" Mizanin",2021-10-04,Q44379,0,0,0,0.0
3882,Olivia Jade,2021-10-04,Q62065482,0,0,0,0.0
3883,Suni Lee,2021-10-04,Q59484397,1,1,1,1.0
3884,Amanda Kloots,2021-10-11,Q102193042,0,0,0,0.0
3885,Brian Austin Green,2021-10-11,Q313311,0,0,0,0.0
3886,Christine Chiu,2021-10-11,Q105491159,0,0,0,0.0
3887,Cody Rigsby,2021-10-11,Q109670980,0,0,0,0.0
3888,Iman Shumpert,2021-10-11,Q716081,0,0,0,0.0
3889,Jimmie Allen,2021-10-11,Q55584464,0,0,0,0.0
3890,JoJo Siwa,2021-10-11,Q24174947,0,0,0,0.0
3891,Kenya Moore,2021-10-11,Q447710,0,0,0,0.0
3892,Martin Kove,2021-10-11,Q508795,0,0,0,0.0
3893,Matt James,2021-10-11,Q116496896,0,0,0,0.0
3894,Melanie C,2021-10-11,Q151830,0,0,0,0.0
3895,Melora Hardin,2021-10-11,Q269901,0,0,0,0.0
3896,"Mike ""The Miz"" Mizanin",2021-10-11,Q44379,0,0,0,0.0
3897,Olivia Jade,2021-10-11,Q62065482,0,0,0,0.0
3898,Suni Lee,2021-10-11,Q59484397,1,1,1,1.0
3899,Amanda Kloots,2021-10-18,Q102193042,0,0,0,0.0
3900,Brian Austin Green,2021-10-18,Q313311,0,0,0,0.0
3901,Christine Chiu,2021-10-18,Q105491159,0,0,0,0.0
3902,Cody Rigsby,2021-10-18,Q109670980,0,0,0,0.0
3903,Iman Shumpert,2021-10-18,Q716081,0,0,0,0.0
3904,Jimmie Allen,2021-10-18,Q55584464,0,0,0,0.0
3905,JoJo Siwa,2021-10-18,Q24174947,0,0,0,0.0
3906,Kenya Moore,2021-10-18,Q447710,0,0,0,0.0
3907,Martin Kove,2021-10-18,Q508795,0,0,0,0.0
3908,Matt James,2021-10-18,Q116496896,0,0,0,0.0
3909,Melanie C,2021-10-18,Q151830,0,0,0,0.0
3910,Melora Hardin,2021-10-18,Q269901,0,0,0,0.0
3911,"Mike ""The Miz"" Mizanin",2021-10-18,Q44379,0,0,0,0.0
3912,Olivia Jade,2021-10-18,Q62065482,0,0,0,0.0
3913,Suni Lee,2021-10-18,Q59484397,1,1,1,1.0
3914,Amanda Kloots,2021-10-25,Q102193042,0,0,0,0.0
3915,Brian Austin Green,2021-10-25,Q313311,0,0,0,0.0
3916,Christine Chiu,2021-10-25,Q105491159,0,0,0,0.0
3917,Cody Rigsby,2021-10-25,Q109670980,0,0,0,0.0
3918,Iman Shumpert,2021-10-25,Q716081,0,0,0,0.0
3919,Jimmie Allen,2021-10-25,Q55584464,0,0,0,0.0
3920,JoJo Siwa,2021-10-25,Q24174947,0,0,0,0.0
3921,Kenya Moore,2021-10-25,Q447710,0,0,0,0.0
3922,Martin Kove,2021-10-25,Q508795,0,0,0,0.0
3923,Matt James,2021-10-25,Q116496896,0,0,0,0.0
3924,Melanie C,2021-10-25,Q151830,0,0,0,0.0
3925,Melora Hardin,2021-10-25,Q269901,0,0,0,0.0
3926,"Mike ""The Miz"" Mizanin",2021-10-25,Q44379,0,0,0,0.0
3927,Olivia Jade,2021-10-25,Q62065482,0,0,0,0.0
3928,Suni Lee,2021-10-25,Q59484397,1,1,1,1.0
3929,Amanda Kloots,2021-11-01,Q102193042,0,0,0,0.0
3930,Brian Austin Green,2021-11-01,Q313311,0,0,0,0.0
3931,Christine Chiu,2021-11-01,Q105491159,0,0,0,0.0
3932,Cody Rigsby,2021-11-01,Q109670980,0,0,0,0.0
3933,Iman Shumpert,2021-11-01,Q716081,0,0,0,0.0
3934,Jimmie Allen,2021-11-01,Q55584464,0,0,0,0.0
3935,JoJo Siwa,2021-11-01,Q24174947,0,0,0,0.0
3936,Kenya Moore,2021-11-01,Q447710,0,0,0,0.0
3937,Martin Kove,2021-11-01,Q508795,0,0,0,0.0
3938,Matt James,2021-11-01,Q116496896,0,0,0,0.0
3939,Melanie C,2021-11-01,Q151830,0,0,0,0.0
3940,Melora Hardin,2021-11-01,Q269901,0,0,0,0.0
3941,"Mike ""The Miz"" Mizanin",2021-11-01,Q44379,0,0,0,0.0
3942,Olivia Jade,2021-11-01,Q62065482,0,0,0,0.0
3943,Suni Lee,2021-11-01,Q59484397,1,1,1,1.0
3944,Amanda Kloots,2021-11-08,Q102193042,0,0,0,0.0
3945,Brian Austin Green,2021-11-08,Q313311,0,0,0,0.0
3946,Christine Chiu,2021-11-08,Q105491159,0,0,0,0.0
3947,Cody Rigsby,2021-11-08,Q109670980,0,0,0,0.0
3948,Iman Shumpert,2021-11-08,Q716081,0,0,0,0.0
3949,Jimmie Allen,2021-11-08,Q55584464,0,0,0,0.0
3950,JoJo Siwa,2021-11-08,Q24174947,0,0,0,0.0
3951,Kenya Moore,2021-11-08,Q447710,0,0,0,0.0
3952,Martin Kove,2021-11-08,Q508795,0,0,0,0.0
3953,Matt James,2021-11-08,Q116496896,0,0,0,0.0
3954,Melanie C,2021-11-08,Q151830,0,0,0,0.0
3955,Melora Hardin,2021-11-08,Q269901,0,0,0,0.0
3956,"Mike ""The Miz"" Mizanin",2021-11-08,Q44379,0,0,0,0.0
3957,Olivia Jade,2021-11-08,Q62065482,0,0,0,0.0
3958,Suni Lee,2021-11-08,Q59484397,1,1,1,1.0
3959,Amanda Kloots,2021-11-15,Q102193042,0,0,0,0.0
3960,Brian Austin Green,2021-11-15,Q313311,0,0,0,0.0
3961,Christine Chiu,2021-11-15,Q105491159,0,0,0,0.0
3962,Cody Rigsby,2021-11-15,Q109670980,0,0,0,0.0
3963,Iman Shumpert,2021-11-15,Q716081,0,0,0,0.0
3964,Jimmie Allen,2021-11-15,Q55584464,0,0,0,0.0
3965,JoJo Siwa,2021-11-15,Q24174947,0,0,0,0.0
3966,Kenya Moore,2021-11-15,Q447710,0,0,0,0.0
3967,Martin Kove,2021-11-15,Q508795,0,0,0,0.0
3968,Matt James,2021-11-15,Q116496896,0,0,0,0.0
3969,Melanie C,2021-11-15,Q151830,0,0,0,0.0
3970,Melora Hardin,2021-11-15,Q269901,0,0,0,0.0
3971,"Mike ""The Miz"" Mizanin",2021-11-15,Q44379,0,0,0,0.0
3972,Olivia Jade,2021-11-15,Q62065482,0,0,0,0.0
3973,Suni Lee,2021-11-15,Q59484397,1,1,1,1.0
3974,Amanda Kloots,2021-11-22,Q102193042,0,0,0,0.0
3975,Brian Austin Green,2021-11-22,Q313311,0,0,0,0.0
3976,Christine Chiu,2021-11-22,Q105491159,0,0,0,0.0
3977,Cody Rigsby,2021-11-22,Q109670980,0,0,0,0.0
3978,Iman Shumpert,2021-11-22,Q716081,0,0,0,0.0
3979,Jimmie Allen,2021-11-22,Q55584464,0,0,0,0.0
3980,JoJo Siwa,2021-11-22,Q24174947,0,0,0,0.0
3981,Kenya Moore,2021-11-22,Q447710,0,0,0,0.0
3982,Martin Kove,2021-11-22,Q508795,0,0,0,0.0
3983,Matt James,2021-11-22,Q116496896,0,0,0,0.0
3984,Melanie C,2021-11-22,Q151830,0,0,0,0.0
3985,Melora Hardin,2021-11-22,Q269901,0,0,0,0.0
3986,"Mike ""The Miz"" Mizanin",2021-11-22,Q44379,0,0,0,0.0
3987,Olivia Jade,2021-11-22,Q62065482,0,0,0,0.0
3988,Suni Lee,2021-11-22,Q59484397,1,1,1,1.0
3989,Amanda Kloots,,Q102193042,0,0,0,0.0
3990,Brian Austin Green,,Q313311,0,0,0,0.0
3991,Christine Chiu,,Q105491159,0,0,0,0.0
3992,Cody Rigsby,,Q109670980,0,0,0,0.0
3993,Iman Shumpert,,Q716081,0,0,0,0.0
3994,Jimmie Allen,,Q55584464,0,0,0,0.0
3995,JoJo Siwa,,Q24174947,0,0,0,0.0
3996,Kenya Moore,,Q447710,0,0,0,0.0
3997,Martin Kove,,Q508795,0,0,0,0.0
3998,Matt James,,Q116496896,0,0,0,0.0
3999,Melanie C,,Q151830,0,0,0,0.0
4000,Melora Hardin,,Q269901,0,0,0,0.0
4001,"Mike ""The Miz"" Mizanin",,Q44379,0,0,0,0.0
4002,Olivia Jade,,Q62065482,0,0,0,0.0
4003,Suni Lee,,Q59484397,0,0,0,0.0
4004,Charli D'Amelio,2022-09-19,Q83648587,1,1,1,1.0
4005,Cheryl Ladd,2022-09-19,Q218884,0,0,0,0.0
4006,Daniel Durant,2022-09-19,Q22046533,1,1,1,1.0
4007,Gabby Windey,2022-09-19,Q111171299,0,0,0,0.0
4008,Heidi D'Amelio,2022-09-19,Q100791818,0,0,0,0.0
4009,Jason Lewis,2022-09-19,Q27322,0,0,0,0.0
4010,Jessie James Decker,2022-09-19,Q436276,0,0,0,0.0
4011,Jordin Sparks,2022-09-19,Q215300,4,4,4,1.0
4012,Joseph Baena,2022-09-19,Q23800185,0,0,0,0.0
4013,Sam Champion,2022-09-19,Q114992664,0,0,0,0.0
4014,Selma Blair,2022-09-19,Q264748,1,1,1,1.0
4015,Shangela,2022-09-19,Q7488379,0,0,0,0.0
4016,Teresa Giudice,2022-09-19,Q7702149,0,0,0,0.0
